"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"01.04.2012","259,07","263,85","267,62","256,52","1,28B","-1,61%"
"25.03.2012","263,32","266,24","270,06","260,03","1,53B","-0,88%"
"18.03.2012","265,65","272,51","272,51","263,08","1,38B","-2,48%"
"11.03.2012","272,40","265,41","272,86","264,19","1,78B","2,62%"
"04.03.2012","265,44","267,07","267,07","258,01","1,52B","-0,66%"
"26.02.2012","267,21","264,86","267,88","261,62","1,55B","0,92%"
"19.02.2012","264,77","265,98","268,36","262,62","1,48B","-0,44%"
"12.02.2012","265,93","261,02","266,51","261,02","1,43B","1,80%"
"05.02.2012","261,24","264,68","265,24","260,64","1,65B","-1,27%"
"29.01.2012","264,60","255,32","264,60","251,83","1,70B","3,60%"
"22.01.2012","255,40","256,02","258,20","253,50","1,62B","-0,18%"
"15.01.2012","255,85","249,44","256,63","247,83","1,67B","2,68%"
"08.01.2012","249,18","247,48","252,28","246,04","1,54B","0,67%"
"01.01.2012","247,53","244,54","251,16","244,54","959,93M","1,22%"
"25.12.2011","244,54","242,08","244,57","239,70","432,11M","1,11%"
"18.12.2011","241,86","232,96","242,14","232,02","1,05B","3,49%"
"11.12.2011","233,71","240,49","240,49","232,39","1,48B","-2,83%"
"04.12.2011","240,51","240,72","244,80","235,65","1,48B","-0,09%"
"27.11.2011","240,73","222,86","242,54","222,86","1,69B","8,66%"
"20.11.2011","221,54","232,14","232,14","217,60","1,42B","-4,58%"
"13.11.2011","232,17","240,70","242,18","231,29","1,43B","-3,66%"
"06.11.2011","240,98","239,53","243,27","232,68","1,59B","0,51%"
"30.10.2011","239,76","249,27","249,27","232,67","1,84B","-3,71%"
"23.10.2011","249,00","238,95","251,45","238,49","1,56B","4,21%"
"16.10.2011","238,93","238,62","241,96","232,60","1,43B","0,18%"
"09.10.2011","238,51","233,35","240,39","231,81","1,54B","2,81%"
"02.10.2011","231,99","226,55","233,96","214,58","1,62B","2,57%"
"25.09.2011","226,18","216,80","230,78","213,54","1,63B","4,62%"
"18.09.2011","216,19","227,84","229,21","209,26","1,53B","-6,07%"
"11.09.2011","230,16","222,58","232,09","215,73","2,08B","2,48%"
"04.09.2011","224,59","231,03","231,27","219,73","1,52B","-3,65%"
"28.08.2011","233,11","226,02","240,02","226,02","1,37B","3,37%"
"21.08.2011","225,52","222,21","232,25","220,87","1,46B","1,07%"
"14.08.2011","223,13","235,99","239,56","218,52","1,58B","-6,05%"
"07.08.2011","237,49","238,13","240,87","217,37","2,82B","-0,58%"
"31.07.2011","238,88","264,89","268,01","235,12","2,34B","-9,94%"
"24.07.2011","265,25","271,50","271,96","262,32","1,55B","-2,49%"
"17.07.2011","272,02","266,76","273,29","261,76","1,85B","1,91%"
"10.07.2011","266,91","274,22","274,22","262,61","1,84B","-2,50%"
"03.07.2011","273,76","275,10","278,01","273,03","1,40B","-0,42%"
"26.06.2011","274,92","264,10","275,41","263,22","1,57B","4,14%"
"19.06.2011","263,98","267,68","269,59","263,45","1,47B","-1,19%"
"12.06.2011","267,17","268,26","271,76","264,06","1,63B","-0,36%"
"05.06.2011","268,13","273,40","273,43","267,65","1,34B","-2,02%"
"29.05.2011","273,67","278,94","281,71","271,49","1,56B","-1,93%"
"22.05.2011","279,05","280,72","280,72","273,81","1,62B","-0,21%"
"15.05.2011","279,65","280,86","282,07","276,95","1,38B","-0,30%"
"08.05.2011","280,50","281,98","285,15","278,97","1,40B","-0,30%"
"01.05.2011","281,33","284,72","285,18","275,81","1,51B","-0,86%"
"24.04.2011","283,78","279,80","283,85","279,57","1,25B","1,18%"
"17.04.2011","280,47","278,08","280,66","272,33","1,14B","0,97%"
"10.04.2011","277,78","281,30","281,58","275,94","1,32B","-1,38%"
"03.04.2011","281,68","280,23","282,99","279,53","1,39B","0,59%"
"27.03.2011","280,02","275,98","280,11","274,41","1,47B","1,45%"
"20.03.2011","276,02","267,61","276,81","267,61","1,35B","3,13%"
"13.03.2011","267,63","274,30","275,33","262,13","2,19B","-2,83%"
"06.03.2011","275,42","282,00","284,04","274,71","1,42B","-2,30%"
"27.02.2011","281,90","284,24","288,91","281,15","1,55B","-0,78%"
"20.02.2011","284,12","290,94","291,13","279,69","1,44B","-2,38%"
"13.02.2011","291,04","288,40","292,16","288,40","1,50B","1,06%"
"06.02.2011","287,99","286,09","288,91","284,52","1,46B","0,73%"
"30.01.2011","285,90","280,63","286,42","277,28","1,62B","1,94%"
"23.01.2011","280,45","281,13","284,14","279,89","1,55B","-0,29%"
"16.01.2011","281,26","284,31","287,04","279,01","1,62B","-0,88%"
"09.01.2011","283,77","281,76","285,99","277,95","1,62B","0,98%"
"02.01.2011","281,02","276,28","283,32","276,28","1,18B","1,89%"
"26.12.2010","275,81","280,94","281,14","275,39","418,03M","-2,00%"
"19.12.2010","281,43","276,91","282,00","276,63","729,08M","1,81%"
"12.12.2010","276,42","276,21","278,14","275,82","1,28B","0,08%"
"05.12.2010","276,19","271,58","276,83","270,34","1,29B","1,94%"
"28.11.2010","270,94","266,24","272,64","260,88","1,88B","1,63%"
"21.11.2010","266,60","269,61","271,68","263,08","1,45B","-1,08%"
"14.11.2010","269,50","269,96","272,74","265,51","1,25B","-0,25%"
"07.11.2010","270,18","272,00","274,23","266,41","1,52B","-0,66%"
"31.10.2010","271,97","266,67","272,51","265,63","1,38B","2,26%"
"24.10.2010","265,96","266,34","268,34","264,41","1,21B","-0,30%"
"17.10.2010","266,75","265,60","268,42","264,28","1,23B","0,35%"
"10.10.2010","265,83","262,58","267,96","259,94","1,24B","1,36%"
"03.10.2010","262,27","258,85","263,87","256,62","1,28B","1,23%"
"26.09.2010","259,09","264,03","265,15","258,15","1,35B","-1,85%"
"19.09.2010","263,97","263,15","267,42","258,14","1,38B","0,42%"
"12.09.2010","262,86","265,98","267,78","262,35","1,33B","-0,70%"
"05.09.2010","264,70","261,02","265,24","258,36","1,14B","1,65%"
"29.08.2010","260,40","251,85","261,83","247,82","1,31B","3,65%"
"22.08.2010","251,24","252,78","255,40","245,25","1,22B","-0,36%"
"15.08.2010","252,15","255,87","259,49","250,97","1,10B","-1,33%"
"08.08.2010","255,56","258,61","262,53","253,05","1,22B","-1,22%"
"01.08.2010","258,71","256,42","263,75","256,42","1,41B","1,32%"
"25.07.2010","255,35","255,29","259,80","253,23","1,52B","-0,24%"
"18.07.2010","255,97","247,80","255,99","243,47","1,36B","3,17%"
"11.07.2010","248,11","250,06","257,03","247,64","1,27B","-0,79%"
"04.07.2010","250,09","238,27","250,66","236,68","1,40B","5,40%"
"27.06.2010","237,27","248,73","252,03","236,29","1,69B","-4,45%"
"20.06.2010","248,33","257,74","259,72","247,61","1,57B","-2,81%"
"13.06.2010","255,50","249,44","256,64","249,44","1,88B","2,42%"
"06.06.2010","249,46","242,58","250,65","238,07","1,94B","2,02%"
"30.05.2010","244,53","244,26","251,39","239,93","1,78B","0,21%"
"23.05.2010","244,01","238,64","246,28","229,74","2,32B","2,91%"
"16.05.2010","237,11","248,52","252,66","231,36","2,49B","-4,57%"
"09.05.2010","248,46","238,61","258,76","238,61","2,60B","4,76%"
"02.05.2010","237,18","259,58","261,12","234,62","2,79B","-8,75%"
"25.04.2010","259,91","269,22","271,30","256,19","2,11B","-2,81%"
"18.04.2010","267,42","266,45","270,15","264,23","1,61B","-0,19%"
"11.04.2010","267,92","269,53","272,62","267,21","1,45B","-0,67%"
"04.04.2010","269,74","267,72","269,75","264,97","1,02B","0,79%"
"28.03.2010","267,62","263,91","267,66","262,00","990,32M","1,53%"
"21.03.2010","263,59","259,45","264,99","256,90","1,39B","1,30%"
"14.03.2010","260,20","258,27","262,85","256,48","1,57B","0,70%"
"07.03.2010","258,40","257,65","259,63","254,84","1,29B","0,51%"
"28.02.2010","257,09","246,60","257,22","245,11","1,55B","4,59%"
"21.02.2010","245,80","250,38","251,24","242,83","1,67B","-1,80%"
"14.02.2010","250,30","241,75","250,43","241,45","1,42B","3,85%"
"07.02.2010","241,02","237,38","244,64","235,38","1,89B","1,50%"
"31.01.2010","237,46","245,80","251,83","236,98","2,00B","-3,85%"
"24.01.2010","246,96","248,98","250,86","244,61","1,67B","-1,18%"
"17.01.2010","249,91","257,18","260,76","247,87","1,63B","-2,55%"
"10.01.2010","256,44","259,70","261,39","255,39","1,48B","-1,05%"
"03.01.2010","259,15","254,24","259,83","254,24","1,33B","2,07%"
