valor,data
,2013-07-28
49.21233,2013-07-29
48.56178,2013-07-30
48.23449,2013-07-31
49.14078,2013-08-01
48.47404,2013-08-02
,2013-08-03
,2013-08-04
48.43644,2013-08-05
47.42185,2013-08-06
47.44671,2013-08-07
48.92882,2013-08-08
49.8749,2013-08-09
,2013-08-10
,2013-08-11
50.29949,2013-08-12
50.60055,2013-08-13
50.89592,2013-08-14
50.90834,2013-08-15
51.53878,2013-08-16
,2013-08-17
,2013-08-18
51.57409,2013-08-19
50.50702,2013-08-20
50.4052,2013-08-21
51.39766,2013-08-22
52.19706,2013-08-23
,2013-08-24
,2013-08-25
51.42948,2013-08-26
50.09155,2013-08-27
49.86692,2013-08-28
49.92188,2013-08-29
50.01175,2013-08-30
,2013-08-31
,2013-09-01
51.83515,2013-09-02
51.6255,2013-09-03
51.71616,2013-09-04
52.35186,2013-09-05
53.74942,2013-09-06
,2013-09-07
,2013-09-08
54.25185,2013-09-09
53.97903,2013-09-10
53.57046,2013-09-11
53.30709,2013-09-12
53.79751,2013-09-13
,2013-09-14
,2013-09-15
53.82163,2013-09-16
54.27125,2013-09-17
55.7029,2013-09-18
55.09569,2013-09-19
54.11003,2013-09-20
,2013-09-21
,2013-09-22
54.60238,2013-09-23
54.43105,2013-09-24
54.26111,2013-09-25
53.78297,2013-09-26
53.73892,2013-09-27
,2013-09-28
,2013-09-29
52.33819,2013-09-30
53.17946,2013-10-01
53.10018,2013-10-02
52.48986,2013-10-03
52.84897,2013-10-04
,2013-10-05
,2013-10-06
52.4171,2013-10-07
52.31244,2013-10-08
52.54771,2013-10-09
52.99664,2013-10-10
53.14962,2013-10-11
,2013-10-12
,2013-10-13
54.1706,2013-10-14
54.98064,2013-10-15
55.97303,2013-10-16
55.35813,2013-10-17
55.37846,2013-10-18
,2013-10-19
,2013-10-20
56.07743,2013-10-21
56.46038,2013-10-22
55.44003,2013-10-23
54.87715,2013-10-24
54.15415,2013-10-25
,2013-10-26
,2013-10-27
55.07337,2013-10-28
54.5388,2013-10-29
54.17282,2013-10-30
54.2562,2013-10-31
54.01324,2013-11-01
,2013-11-02
,2013-11-03
54.43692,2013-11-04
53.83185,2013-11-05
53.3846,2013-11-06
52.74079,2013-11-07
52.24886,2013-11-08
,2013-11-09
,2013-11-10
52.62387,2013-11-11
51.80433,2013-11-12
52.23029,2013-11-13
53.4516,2013-11-14
,2013-11-15
,2013-11-16
,2013-11-17
54.30704,2013-11-18
53.03291,2013-11-19
,2013-11-20
52.68802,2013-11-21
52.80074,2013-11-22
,2013-11-23
,2013-11-24
52.26351,2013-11-25
51.44691,2013-11-26
51.86121,2013-11-27
51.84683,2013-11-28
52.48249,2013-11-29
,2013-11-30
,2013-12-01
51.24487,2013-12-02
50.34889,2013-12-03
50.21579,2013-12-04
50.78763,2013-12-05
50.94427,2013-12-06
,2013-12-07
,2013-12-08
51.16538,2013-12-09
50.99302,2013-12-10
50.06799,2013-12-11
50.12161,2013-12-12
50.05118,2013-12-13
,2013-12-14
,2013-12-15
50.27961,2013-12-16
50.09035,2013-12-17
50.56343,2013-12-18
51.63343,2013-12-19
51.18574,2013-12-20
,2013-12-21
,2013-12-22
51.3561,2013-12-23
,2013-12-24
,2013-12-25
51.22101,2013-12-26
51.26656,2013-12-27
,2013-12-28
,2013-12-29
51.50716,2013-12-30
,2013-12-31
,2014-01-01
50.34125,2014-01-02
50.98109,2014-01-03
,2014-01-04
,2014-01-05
50.97362,2014-01-06
50.43002,2014-01-07
50.57664,2014-01-08
49.32168,2014-01-09
49.69645,2014-01-10
,2014-01-11
,2014-01-12
49.4269,2014-01-13
49.7031,2014-01-14
50.10537,2014-01-15
49.69628,2014-01-16
49.18186,2014-01-17
,2014-01-18
,2014-01-19
48.70841,2014-01-20
48.54207,2014-01-21
49.29966,2014-01-22
48.32064,2014-01-23
47.78738,2014-01-24
,2014-01-25
,2014-01-26
47.70105,2014-01-27
47.84093,2014-01-28
47.55678,2014-01-29
47.24426,2014-01-30
47.63899,2014-01-31
,2014-02-01
,2014-02-02
46.14752,2014-02-03
46.96422,2014-02-04
46.62439,2014-02-05
47.73809,2014-02-06
48.0736,2014-02-07
,2014-02-08
,2014-02-09
47.71082,2014-02-10
48.46279,2014-02-11
48.21689,2014-02-12
47.81283,2014-02-13
48.20111,2014-02-14
,2014-02-15
,2014-02-16
47.57633,2014-02-17
46.59976,2014-02-18
47.15083,2014-02-19
47.28861,2014-02-20
47.38024,2014-02-21
,2014-02-22
,2014-02-23
47.3935,2014-02-24
46.71591,2014-02-25
46.59921,2014-02-26
47.60675,2014-02-27
47.0944,2014-02-28
,2014-03-01
,2014-03-02
,2014-03-03
,2014-03-04
46.589,2014-03-05
47.09313,2014-03-06
46.24407,2014-03-07
,2014-03-08
,2014-03-09
45.5332,2014-03-10
45.69762,2014-03-11
45.86181,2014-03-12
45.44383,2014-03-13
44.96566,2014-03-14
,2014-03-15
,2014-03-16
45.1178,2014-03-17
46.15096,2014-03-18
46.56723,2014-03-19
47.27848,2014-03-20
47.38094,2014-03-21
,2014-03-22
,2014-03-23
47.99342,2014-03-24
48.18014,2014-03-25
47.96561,2014-03-26
49.64679,2014-03-27
49.76806,2014-03-28
,2014-03-29
,2014-03-30
50.41492,2014-03-31
50.27037,2014-04-01
51.70105,2014-04-02
51.40821,2014-04-03
51.08178,2014-04-04
,2014-04-05
,2014-04-06
52.15528,2014-04-07
51.62907,2014-04-08
51.1854,2014-04-09
51.12748,2014-04-10
51.86729,2014-04-11
,2014-04-12
,2014-04-13
51.59655,2014-04-14
50.45435,2014-04-15
51.20056,2014-04-16
52.11185,2014-04-17
,2014-04-18
,2014-04-19
,2014-04-20
,2014-04-21
51.97686,2014-04-22
51.56969,2014-04-23
51.81745,2014-04-24
51.39935,2014-04-25
,2014-04-26
,2014-04-27
51.38368,2014-04-28
51.83861,2014-04-29
51.62669,2014-04-30
,2014-05-01
52.98031,2014-05-02
,2014-05-03
,2014-05-04
53.44617,2014-05-05
53.77974,2014-05-06
54.05274,2014-05-07
53.42237,2014-05-08
53.10034,2014-05-09
,2014-05-10
,2014-05-11
54.0529,2014-05-12
53.90746,2014-05-13
54.41254,2014-05-14
53.85554,2014-05-15
53.97576,2014-05-16
,2014-05-17
,2014-05-18
53.3531,2014-05-19
52.36619,2014-05-20
52.20337,2014-05-21
52.80622,2014-05-22
52.62641,2014-05-23
,2014-05-24
,2014-05-25
52.93291,2014-05-26
52.17398,2014-05-27
52.63975,2014-05-28
52.23934,2014-05-29
51.23934,2014-05-30
,2014-05-31
,2014-06-01
51.60583,2014-06-02
52.03238,2014-06-03
51.83298,2014-06-04
51.55879,2014-06-05
53.12866,2014-06-06
,2014-06-07
,2014-06-08
54.27316,2014-06-09
54.60434,2014-06-10
55.10244,2014-06-11
,2014-06-12
54.80664,2014-06-13
,2014-06-14
,2014-06-15
54.62955,2014-06-16
54.29995,2014-06-17
55.20254,2014-06-18
,2014-06-19
54.63819,2014-06-20
,2014-06-21
,2014-06-22
54.21005,2014-06-23
54.28078,2014-06-24
53.42574,2014-06-25
53.50675,2014-06-26
53.1573,2014-06-27
,2014-06-28
,2014-06-29
53.16822,2014-06-30
53.17149,2014-07-01
53.02878,2014-07-02
53.87458,2014-07-03
54.0559,2014-07-04
,2014-07-05
,2014-07-06
53.80183,2014-07-07
53.63469,2014-07-08
,2014-07-09
54.59275,2014-07-10
54.78593,2014-07-11
,2014-07-12
,2014-07-13
55.74398,2014-07-14
55.97361,2014-07-15
55.71736,2014-07-16
55.63751,2014-07-17
57.0129,2014-07-18
,2014-07-19
,2014-07-20
57.63392,2014-07-21
57.98332,2014-07-22
57.41996,2014-07-23
57.97756,2014-07-24
57.82108,2014-07-25
,2014-07-26
,2014-07-27
57.69572,2014-07-28
57.11881,2014-07-29
56.87797,2014-07-30
55.82941,2014-07-31
55.90287,2014-08-01
,2014-08-02
,2014-08-03
56.61633,2014-08-04
56.2021,2014-08-05
56.48718,2014-08-06
56.18805,2014-08-07
55.57293,2014-08-08
,2014-08-09
,2014-08-10
56.61332,2014-08-11
56.44234,2014-08-12
55.58119,2014-08-13
55.78041,2014-08-14
56.96365,2014-08-15
,2014-08-16
,2014-08-17
57.56072,2014-08-18
58.44929,2014-08-19
58.87824,2014-08-20
58.99211,2014-08-21
58.40732,2014-08-22
,2014-08-23
,2014-08-24
59.73517,2014-08-25
59.82145,2014-08-26
60.95057,2014-08-27
60.29087,2014-08-28
61.28815,2014-08-29
,2014-08-30
,2014-08-31
61.14127,2014-09-01
61.89598,2014-09-02
61.83704,2014-09-03
60.80002,2014-09-04
60.68198,2014-09-05
,2014-09-06
,2014-09-07
59.19275,2014-09-08
58.67634,2014-09-09
58.19866,2014-09-10
58.33729,2014-09-11
56.92781,2014-09-12
,2014-09-13
,2014-09-14
57.94876,2014-09-15
59.11466,2014-09-16
59.10819,2014-09-17
58.37448,2014-09-18
57.7887,2014-09-19
,2014-09-20
,2014-09-21
56.81811,2014-09-22
56.5405,2014-09-23
56.82442,2014-09-24
55.96208,2014-09-25
57.21238,2014-09-26
,2014-09-27
,2014-09-28
54.62535,2014-09-29
54.11598,2014-09-30
52.85843,2014-10-01
53.51857,2014-10-02
54.53955,2014-10-03
,2014-10-04
,2014-10-05
57.1159,2014-10-06
57.43633,2014-10-07
57.05848,2014-10-08
57.26753,2014-10-09
55.31159,2014-10-10
,2014-10-11
,2014-10-12
57.95653,2014-10-13
58.01546,2014-10-14
56.13527,2014-10-15
54.29833,2014-10-16
55.72379,2014-10-17
,2014-10-18
,2014-10-19
54.30257,2014-10-20
52.43243,2014-10-21
52.41103,2014-10-22
50.71326,2014-10-23
51.94073,2014-10-24
,2014-10-25
,2014-10-26
50.50366,2014-10-27
52.33003,2014-10-28
51.04932,2014-10-29
52.33683,2014-10-30
54.6286,2014-10-31
,2014-11-01
,2014-11-02
53.94721,2014-11-03
54.38359,2014-11-04
53.69842,2014-11-05
52.63706,2014-11-06
53.22285,2014-11-07
,2014-11-08
,2014-11-09
52.72538,2014-11-10
52.47427,2014-11-11
52.97889,2014-11-12
51.84603,2014-11-13
51.7724,2014-11-14
,2014-11-15
,2014-11-16
51.25699,2014-11-17
52.06186,2014-11-18
53.40281,2014-11-19
,2014-11-20
56.08404,2014-11-21
,2014-11-22
,2014-11-23
55.40691,2014-11-24
55.56081,2014-11-25
55.09847,2014-11-26
54.72132,2014-11-27
54.724,2014-11-28
,2014-11-29
,2014-11-30
52.27658,2014-12-01
51.61247,2014-12-02
52.32048,2014-12-03
51.42687,2014-12-04
51.99289,2014-12-05
,2014-12-06
,2014-12-07
50.27407,2014-12-08
50.19347,2014-12-09
49.54808,2014-12-10
49.86181,2014-12-11
48.00198,2014-12-12
,2014-12-13
,2014-12-14
47.01868,2014-12-15
47.00751,2014-12-16
48.71364,2014-12-17
48.4957,2014-12-18
49.65098,2014-12-19
,2014-12-20
,2014-12-21
50.12086,2014-12-22
50.88981,2014-12-23
,2014-12-24
,2014-12-25
50.14463,2014-12-26
,2014-12-27
,2014-12-28
50.59382,2014-12-29
50.00741,2014-12-30
,2014-12-31
,2015-01-01
48.51222,2015-01-02
,2015-01-03
,2015-01-04
47.51682,2015-01-05
48.00092,2015-01-06
49.46291,2015-01-07
49.9433,2015-01-08
48.84025,2015-01-09
,2015-01-10
,2015-01-11
48.13974,2015-01-12
48.04167,2015-01-13
47.64587,2015-01-14
48.02631,2015-01-15
49.01652,2015-01-16
,2015-01-17
,2015-01-18
47.75801,2015-01-19
47.87666,2015-01-20
49.22408,2015-01-21
49.44262,2015-01-22
48.7753,2015-01-23
,2015-01-24
,2015-01-25
48.57655,2015-01-26
48.59123,2015-01-27
47.69454,2015-01-28
47.76224,2015-01-29
46.90768,2015-01-30
,2015-01-31
,2015-02-01
47.65073,2015-02-02
48.96366,2015-02-03
49.30105,2015-02-04
49.23385,2015-02-05
48.79227,2015-02-06
,2015-02-07
,2015-02-08
49.38258,2015-02-09
48.51028,2015-02-10
48.23967,2015-02-11
49.53272,2015-02-12
50.63592,2015-02-13
,2015-02-14
,2015-02-15
,2015-02-16
,2015-02-17
51.28036,2015-02-18
51.29403,2015-02-19
51.2377,2015-02-20
,2015-02-21
,2015-02-22
51.28064,2015-02-23
51.87417,2015-02-24
51.81102,2015-02-25
51.76054,2015-02-26
51.58309,2015-02-27
,2015-02-28
,2015-03-01
51.02081,2015-03-02
51.3041,2015-03-03
50.46805,2015-03-04
50.3652,2015-03-05
49.98119,2015-03-06
,2015-03-07
,2015-03-08
49.18101,2015-03-09
48.2934,2015-03-10
48.90558,2015-03-11
48.8804,2015-03-12
48.59581,2015-03-13
,2015-03-14
,2015-03-15
48.84821,2015-03-16
50.28512,2015-03-17
51.52619,2015-03-18
50.95353,2015-03-19
51.96658,2015-03-20
,2015-03-21
,2015-03-22
51.90846,2015-03-23
51.50607,2015-03-24
51.8583,2015-03-25
50.57985,2015-03-26
50.09466,2015-03-27
,2015-03-28
,2015-03-29
51.24345,2015-03-30
51.15016,2015-03-31
52.32176,2015-04-01
53.12302,2015-04-02
,2015-04-03
,2015-04-04
,2015-04-05
53.73726,2015-04-06
53.72916,2015-04-07
53.66111,2015-04-08
53.80266,2015-04-09
54.21411,2015-04-10
,2015-04-11
,2015-04-12
54.23977,2015-04-13
53.98192,2015-04-14
54.91874,2015-04-15
54.67421,2015-04-16
53.95479,2015-04-17
,2015-04-18
,2015-04-19
53.76127,2015-04-20
,2015-04-21
54.61736,2015-04-22
55.68485,2015-04-23
56.59422,2015-04-24
,2015-04-25
,2015-04-26
55.5345,2015-04-27
55.81203,2015-04-28
55.32529,2015-04-29
56.22938,2015-04-30
,2015-05-01
,2015-05-02
,2015-05-03
57.35398,2015-05-04
58.05161,2015-05-05
57.10314,2015-05-06
56.92139,2015-05-07
57.14933,2015-05-08
,2015-05-09
,2015-05-10
57.1971,2015-05-11
56.79205,2015-05-12
56.37204,2015-05-13
56.65657,2015-05-14
57.24863,2015-05-15
,2015-05-16
,2015-05-17
56.20423,2015-05-18
55.49882,2015-05-19
54.90102,2015-05-20
55.11205,2015-05-21
54.37729,2015-05-22
,2015-05-23
,2015-05-24
54.60925,2015-05-25
53.62978,2015-05-26
54.23625,2015-05-27
53.97627,2015-05-28
52.76047,2015-05-29
,2015-05-30
,2015-05-31
53.03131,2015-06-01
54.23643,2015-06-02
53.5229,2015-06-03
,2015-06-04
52.97337,2015-06-05
,2015-06-06
,2015-06-07
52.80963,2015-06-08
52.81599,2015-06-09
53.87644,2015-06-10
53.68851,2015-06-11
53.34753,2015-06-12
,2015-06-13
,2015-06-14
53.13753,2015-06-15
53.70215,2015-06-16
53.24854,2015-06-17
54.23859,2015-06-18
53.74941,2015-06-19
,2015-06-20
,2015-06-21
53.86367,2015-06-22
53.77243,2015-06-23
53.84253,2015-06-24
53.17566,2015-06-25
54.01697,2015-06-26
,2015-06-27
,2015-06-28
53.01421,2015-06-29
53.08088,2015-06-30
52.75753,2015-07-01
53.10618,2015-07-02
52.5194,2015-07-03
,2015-07-04
,2015-07-05
52.14937,2015-07-06
52.34371,2015-07-07
51.78174,2015-07-08
,2015-07-09
52.59072,2015-07-10
,2015-07-11
,2015-07-12
53.11947,2015-07-13
53.23917,2015-07-14
52.90228,2015-07-15
53.06975,2015-07-16
52.3418,2015-07-17
,2015-07-18
,2015-07-19
51.60007,2015-07-20
51.47428,2015-07-21
50.91578,2015-07-22
49.80662,2015-07-23
49.24584,2015-07-24
,2015-07-25
,2015-07-26
48.73554,2015-07-27
49.60159,2015-07-28
50.24514,2015-07-29
49.8974,2015-07-30
50.86477,2015-07-31
,2015-08-01
,2015-08-02
50.13804,2015-08-03
50.05848,2015-08-04
50.28727,2015-08-05
50.01132,2015-08-06
48.57732,2015-08-07
,2015-08-08
,2015-08-09
49.353,2015-08-10
49.07234,2015-08-11
48.38804,2015-08-12
48.00956,2015-08-13
47.5084,2015-08-14
,2015-08-15
,2015-08-16
47.21742,2015-08-17
47.45058,2015-08-18
46.58839,2015-08-19
46.64923,2015-08-20
45.71964,2015-08-21
,2015-08-22
,2015-08-23
44.33647,2015-08-24
44.54485,2015-08-25
46.03807,2015-08-26
47.71527,2015-08-27
47.15386,2015-08-28
,2015-08-29
,2015-08-30
46.62552,2015-08-31
45.47706,2015-09-01
46.46396,2015-09-02
47.36587,2015-09-03
46.49772,2015-09-04
,2015-09-05
,2015-09-06
,2015-09-07
46.76207,2015-09-08
46.65709,2015-09-09
46.50399,2015-09-10
46.4005,2015-09-11
,2015-09-12
,2015-09-13
47.28151,2015-09-14
47.36406,2015-09-15
48.55309,2015-09-16
48.55107,2015-09-17
47.26408,2015-09-18
,2015-09-19
,2015-09-20
46.59019,2015-09-21
46.2646,2015-09-22
45.34011,2015-09-23
45.29196,2015-09-24
44.83146,2015-09-25
,2015-09-26
,2015-09-27
43.95662,2015-09-28
44.13182,2015-09-29
45.05934,2015-09-30
45.31327,2015-10-01
47.03346,2015-10-02
,2015-10-03
,2015-10-04
47.59806,2015-10-05
47.73511,2015-10-06
48.91432,2015-10-07
49.10655,2015-10-08
49.33841,2015-10-09
,2015-10-10
,2015-10-11
,2015-10-12
47.36263,2015-10-13
46.71043,2015-10-14
47.16115,2015-10-15
47.2361,2015-10-16
,2015-10-17
,2015-10-18
47.44731,2015-10-19
47.07655,2015-10-20
47.02586,2015-10-21
47.77214,2015-10-22
47.59658,2015-10-23
,2015-10-24
,2015-10-25
47.20932,2015-10-26
47.04294,2015-10-27
46.74084,2015-10-28
45.62835,2015-10-29
45.86881,2015-10-30
,2015-10-31
,2015-11-01
,2015-11-02
48.05366,2015-11-03
47.71009,2015-11-04
48.04675,2015-11-05
46.91851,2015-11-06
,2015-11-07
,2015-11-08
46.19492,2015-11-09
46.20656,2015-11-10
47.06501,2015-11-11
46.88357,2015-11-12
46.51703,2015-11-13
,2015-11-14
,2015-11-15
46.84687,2015-11-16
47.2478,2015-11-17
47.43557,2015-11-18
48.13888,2015-11-19
,2015-11-20
,2015-11-21
,2015-11-22
48.15027,2015-11-23
48.28418,2015-11-24
46.86663,2015-11-25
47.14563,2015-11-26
45.87291,2015-11-27
,2015-11-28
,2015-11-29
45.12036,2015-11-30
45.04675,2015-12-01
44.91453,2015-12-02
46.39326,2015-12-03
45.36075,2015-12-04
,2015-12-05
,2015-12-06
45.22269,2015-12-07
44.44325,2015-12-08
46.10802,2015-12-09
45.6307,2015-12-10
45.26272,2015-12-11
,2015-12-12
,2015-12-13
44.74731,2015-12-14
44.87246,2015-12-15
45.01584,2015-12-16
45.26147,2015-12-17
43.91059,2015-12-18
,2015-12-19
,2015-12-20
43.19995,2015-12-21
43.46951,2015-12-22
44.01493,2015-12-23
,2015-12-24
,2015-12-25
,2015-12-26
,2015-12-27
43.76433,2015-12-28
43.65396,2015-12-29
43.34996,2015-12-30
,2015-12-31
,2016-01-01
,2016-01-02
,2016-01-03
42.14103,2016-01-04
42.41932,2016-01-05
41.77314,2016-01-06
40.69472,2016-01-07
40.6122,2016-01-08
,2016-01-09
,2016-01-10
39.95049,2016-01-11
39.51382,2016-01-12
38.94444,2016-01-13
39.5001,2016-01-14
38.56912,2016-01-15
,2016-01-16
,2016-01-17
37.93727,2016-01-18
38.05701,2016-01-19
37.64547,2016-01-20
37.7171,2016-01-21
38.03122,2016-01-22
,2016-01-23
,2016-01-24
,2016-01-25
37.49747,2016-01-26
38.37636,2016-01-27
38.63019,2016-01-28
40.40599,2016-01-29
,2016-01-30
,2016-01-31
40.57003,2016-02-01
38.59616,2016-02-02
39.58881,2016-02-03
40.82173,2016-02-04
40.59209,2016-02-05
,2016-02-06
,2016-02-07
,2016-02-08
,2016-02-09
40.37658,2016-02-10
39.3183,2016-02-11
39.80804,2016-02-12
,2016-02-13
,2016-02-14
40.09289,2016-02-15
40.94769,2016-02-16
41.63081,2016-02-17
41.47763,2016-02-18
41.5434,2016-02-19
,2016-02-20
,2016-02-21
43.23485,2016-02-22
42.52094,2016-02-23
42.08455,2016-02-24
41.8879,2016-02-25
41.59307,2016-02-26
,2016-02-27
,2016-02-28
42.79386,2016-02-29
44.12179,2016-03-01
44.89348,2016-03-02
47.19339,2016-03-03
49.08486,2016-03-04
,2016-03-05
,2016-03-06
49.2461,2016-03-07
49.10213,2016-03-08
48.66509,2016-03-09
49.5711,2016-03-10
49.63867,2016-03-11
,2016-03-12
,2016-03-13
48.86733,2016-03-14
47.13002,2016-03-15
47.76343,2016-03-16
50.91378,2016-03-17
50.81465,2016-03-18
,2016-03-19
,2016-03-20
51.17154,2016-03-21
51.01019,2016-03-22
49.69004,2016-03-23
49.65739,2016-03-24
,2016-03-25
,2016-03-26
,2016-03-27
50.83822,2016-03-28
51.15499,2016-03-29
51.24892,2016-03-30
50.05527,2016-03-31
50.56152,2016-04-01
,2016-04-02
,2016-04-03
48.77998,2016-04-04
49.05361,2016-04-05
48.09624,2016-04-06
48.5131,2016-04-07
50.29292,2016-04-08
,2016-04-09
,2016-04-10
50.16547,2016-04-11
52.00186,2016-04-12
53.14984,2016-04-13
52.41101,2016-04-14
53.22774,2016-04-15
,2016-04-16
,2016-04-17
52.89407,2016-04-18
53.71004,2016-04-19
53.63093,2016-04-20
,2016-04-21
52.90787,2016-04-22
,2016-04-23
,2016-04-24
51.86171,2016-04-25
53.0825,2016-04-26
54.47778,2016-04-27
54.31196,2016-04-28
53.9105,2016-04-29
,2016-04-30
,2016-05-01
53.56153,2016-05-02
52.26018,2016-05-03
52.55279,2016-05-04
51.67104,2016-05-05
51.71782,2016-05-06
,2016-05-07
,2016-05-08
50.99006,2016-05-09
53.0709,2016-05-10
52.76446,2016-05-11
53.24131,2016-05-12
51.8043,2016-05-13
,2016-05-14
,2016-05-15
51.80292,2016-05-16
50.83944,2016-05-17
50.5617,2016-05-18
50.13253,2016-05-19
49.72274,2016-05-20
,2016-05-21
,2016-05-22
49.33042,2016-05-23
49.34518,2016-05-24
49.48285,2016-05-25
,2016-05-26
49.05149,2016-05-27
,2016-05-28
,2016-05-29
48.96434,2016-05-30
48.4717,2016-05-31
49.01265,2016-06-01
49.88724,2016-06-02
50.61949,2016-06-03
,2016-06-04
,2016-06-05
50.4318,2016-06-06
50.48785,2016-06-07
51.62929,2016-06-08
51.11846,2016-06-09
49.42215,2016-06-10
,2016-06-11
,2016-06-12
49.66079,2016-06-13
48.64829,2016-06-14
48.91474,2016-06-15
49.41161,2016-06-16
49.53384,2016-06-17
,2016-06-18
,2016-06-19
50.32936,2016-06-20
50.8378,2016-06-21
50.1563,2016-06-22
51.55981,2016-06-23
50.10526,2016-06-24
,2016-06-25
,2016-06-26
49.24553,2016-06-27
50.00656,2016-06-28
51.0019,2016-06-29
51.52692,2016-06-30
52.23304,2016-07-01
,2016-07-02
,2016-07-03
52.56865,2016-07-04
51.84227,2016-07-05
51.9018,2016-07-06
52.01465,2016-07-07
53.14074,2016-07-08
,2016-07-09
,2016-07-10
53.96011,2016-07-11
54.2564,2016-07-12
54.59828,2016-07-13
55.48086,2016-07-14
55.57823,2016-07-15
,2016-07-16
,2016-07-17
56.48421,2016-07-18
56.69806,2016-07-19
56.57804,2016-07-20
56.64148,2016-07-21
57.00208,2016-07-22
,2016-07-23
,2016-07-24
56.87272,2016-07-25
56.78275,2016-07-26
56.85284,2016-07-27
56.66711,2016-07-28
57.3082,2016-07-29
,2016-07-30
,2016-07-31
56.75576,2016-08-01
56.16238,2016-08-02
57.07691,2016-08-03
57.59389,2016-08-04
57.66114,2016-08-05
,2016-08-06
,2016-08-07
57.63542,2016-08-08
57.68941,2016-08-09
56.91977,2016-08-10
58.29957,2016-08-11
58.2984,2016-08-12
,2016-08-13
,2016-08-14
59.14597,2016-08-15
58.85543,2016-08-16
59.32383,2016-08-17
59.16601,2016-08-18
59.09892,2016-08-19
,2016-08-20
,2016-08-21
57.78124,2016-08-22
58.02003,2016-08-23
57.71788,2016-08-24
57.72213,2016-08-25
57.71624,2016-08-26
,2016-08-27
,2016-08-28
58.61039,2016-08-29
58.57542,2016-08-30
57.9011,2016-08-31
58.23626,2016-09-01
59.61639,2016-09-02
,2016-09-03
,2016-09-04
59.56634,2016-09-05
60.12943,2016-09-06
,2016-09-07
60.23165,2016-09-08
57.99972,2016-09-09
,2016-09-10
,2016-09-11
58.58611,2016-09-12
56.82077,2016-09-13
57.05946,2016-09-14
57.90948,2016-09-15
57.07975,2016-09-16
,2016-09-17
,2016-09-18
57.35037,2016-09-19
57.73645,2016-09-20
58.39392,2016-09-21
58.99416,2016-09-22
58.697,2016-09-23
,2016-09-24
,2016-09-25
58.05353,2016-09-26
58.38248,2016-09-27
59.35576,2016-09-28
58.35056,2016-09-29
58.36704,2016-09-30
,2016-10-01
,2016-10-02
59.46122,2016-10-03
59.33922,2016-10-04
60.25434,2016-10-05
60.64424,2016-10-06
61.10898,2016-10-07
,2016-10-08
,2016-10-09
61.66833,2016-10-10
61.02184,2016-10-11
,2016-10-12
61.11858,2016-10-13
61.76721,2016-10-14
,2016-10-15
,2016-10-16
62.6961,2016-10-17
63.7822,2016-10-18
63.5056,2016-10-19
63.83785,2016-10-20
64.10808,2016-10-21
,2016-10-22
,2016-10-23
64.05989,2016-10-24
63.8662,2016-10-25
63.82568,2016-10-26
64.2495,2016-10-27
64.30763,2016-10-28
,2016-10-29
,2016-10-30
64.92451,2016-10-31
63.32641,2016-11-01
,2016-11-02
61.75017,2016-11-03
61.59839,2016-11-04
,2016-11-05
,2016-11-06
64.05165,2016-11-07
64.15767,2016-11-08
63.25826,2016-11-09
61.20095,2016-11-10
59.1835,2016-11-11
,2016-11-12
,2016-11-13
59.65746,2016-11-14
,2016-11-15
60.75931,2016-11-16
59.77047,2016-11-17
59.96176,2016-11-18
,2016-11-19
,2016-11-20
61.07027,2016-11-21
61.95447,2016-11-22
61.9859,2016-11-23
61.39553,2016-11-24
61.55907,2016-11-25
,2016-11-26
,2016-11-27
62.85549,2016-11-28
60.98651,2016-11-29
61.90635,2016-11-30
59.50654,2016-12-01
60.31612,2016-12-02
,2016-12-03
,2016-12-04
59.83172,2016-12-05
61.08824,2016-12-06
61.4144,2016-12-07
60.67656,2016-12-08
60.50061,2016-12-09
,2016-12-10
,2016-12-11
59.17861,2016-12-12
59.28057,2016-12-13
58.21211,2016-12-14
58.39616,2016-12-15
58.38904,2016-12-16
,2016-12-17
,2016-12-18
57.11099,2016-12-19
57.58289,2016-12-20
57.64652,2016-12-21
57.25522,2016-12-22
57.9371,2016-12-23
,2016-12-24
,2016-12-25
58.62026,2016-12-26
58.69669,2016-12-27
59.78163,2016-12-28
60.22728,2016-12-29
,2016-12-30
,2016-12-31
,2017-01-01
59.5887,2017-01-02
61.81383,2017-01-03
61.58905,2017-01-04
62.07098,2017-01-05
61.66536,2017-01-06
,2017-01-07
,2017-01-08
61.70029,2017-01-09
62.1318,2017-01-10
62.44626,2017-01-11
63.95393,2017-01-12
63.65151,2017-01-13
,2017-01-14
,2017-01-15
63.83127,2017-01-16
64.35433,2017-01-17
64.14957,2017-01-18
63.95086,2017-01-19
64.52118,2017-01-20
,2017-01-21
,2017-01-22
65.74862,2017-01-23
65.84009,2017-01-24
,2017-01-25
66.19062,2017-01-26
66.03398,2017-01-27
,2017-01-28
,2017-01-29
64.30173,2017-01-30
64.67078,2017-01-31
64.83612,2017-02-01
64.57821,2017-02-02
64.95393,2017-02-03
,2017-02-04
,2017-02-05
63.99293,2017-02-06
64.19889,2017-02-07
64.8354,2017-02-08
64.96488,2017-02-09
66.12452,2017-02-10
,2017-02-11
,2017-02-12
66.96764,2017-02-13
66.71288,2017-02-14
67.97558,2017-02-15
67.81424,2017-02-16
67.74841,2017-02-17
,2017-02-18
,2017-02-19
68.53285,2017-02-20
69.05202,2017-02-21
68.58954,2017-02-22
